title,company_era,developer,series,genre,subgenre,dimension,platform,platform_family,platform_type,release_year,region,sales,gross_revenue,critic_score,user_score,exclusivity_status,nintendo_relationship_era,japan_only
Dragon Quest Monsters: Battle Road Victory,Square Enix,Armor Project/Bird Studio,Dragon Quest Monsters,Strategy,Turn-Based RPG,2D,Wii,Nintendo,Home Console,2010.0,NA,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Battle Road Victory,Square Enix,Armor Project/Bird Studio,Dragon Quest Monsters,Strategy,Turn-Based RPG,2D,Wii,Nintendo,Home Console,2010.0,Other,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Battle Road Victory,Square Enix,Armor Project/Bird Studio,Dragon Quest Monsters,Strategy,Turn-Based RPG,2D,Wii,Nintendo,Home Console,2010.0,PAL,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Battle Road Victory - Senyou Color Code Scanner,Square Enix,Armor Project/Bird Studio,Dragon Quest Monsters,Misc,Turn-Based RPG,2D,DSiW,Other,Other,2010.0,JP,,,,,Exclusive,N/A,False
Dragon Quest Monsters: Battle Road Victory - Senyou Color Code Scanner,Square Enix,Armor Project/Bird Studio,Dragon Quest Monsters,Misc,Turn-Based RPG,2D,DSiW,Other,Other,2010.0,NA,,,,,Exclusive,N/A,False
Dragon Quest Monsters: Battle Road Victory - Senyou Color Code Scanner,Square Enix,Armor Project/Bird Studio,Dragon Quest Monsters,Misc,Turn-Based RPG,2D,DSiW,Other,Other,2010.0,Other,,,,,Exclusive,N/A,False
Dragon Quest Monsters: Battle Road Victory - Senyou Color Code Scanner,Square Enix,Armor Project/Bird Studio,Dragon Quest Monsters,Misc,Turn-Based RPG,2D,DSiW,Other,Other,2010.0,PAL,,,,,Exclusive,N/A,False
,Enix,Tose,Standalone,,,,GBA,,,,,,,,,Multiplatform,,False
Dragon Quest Monsters: Joker,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2007.0,JP,,,76.0,,Exclusive,Post-Merger,False
Dragon Quest Monsters: Joker,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2007.0,NA,,,76.0,,Exclusive,Post-Merger,False
Dragon Quest Monsters: Joker,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2007.0,Other,,,76.0,,Exclusive,Post-Merger,False
Dragon Quest Monsters: Joker,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2007.0,PAL,,,76.0,,Exclusive,Post-Merger,False
Dragon Quest Monsters: Joker 2 Professional,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2011.0,JP,0.62,,76,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Joker 2 Professional,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2011.0,NA,,,76,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Joker 2 Professional,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2011.0,Other,,,76,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Joker 2 Professional,Square Enix,TOSE Software,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,DS,Nintendo,Handheld,2011.0,PAL,,,76,,Exclusive,Post-Merger,True
,Square Enix,"March 31, 2011",Standalone,,,,Dungeon Siege III,,,,,,,,,Exclusive,,False
Dragon Quest Monsters Joker 3,Square Enix,TOSE,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2016.0,JP,0.65,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters Joker 3,Square Enix,TOSE,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2016.0,NA,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters Joker 3,Square Enix,TOSE,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2016.0,Other,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters Joker 3,Square Enix,TOSE,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2016.0,PAL,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Joker 3 - Professional,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2017.0,JP,0.2,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Joker 3 - Professional,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2017.0,NA,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Joker 3 - Professional,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2017.0,Other,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Joker 3 - Professional,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2017.0,PAL,,,,,Exclusive,Post-Merger,True
Dragon Quest Monsters: Terry's Wonderland 3D,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2012.0,JP,,,,,Exclusive,Post-Merger,False
Dragon Quest Monsters: Terry's Wonderland 3D,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2012.0,NA,,,,,Exclusive,Post-Merger,False
Dragon Quest Monsters: Terry's Wonderland 3D,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2012.0,Other,,,,,Exclusive,Post-Merger,False
Dragon Quest Monsters: Terry's Wonderland 3D,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,3DS,Nintendo,Handheld,2012.0,PAL,,,,,Exclusive,Post-Merger,False
,Square Enix,"December 7, 2023",Standalone,,,,Final Fantasy VII: Ever Crisis,,,,,,,,,Exclusive,,False
,Square Enix,Yes,Standalone,,,,PC,,,,,,,,,Exclusive,,False
,Square Enix,"December 1, 2023",Standalone,,,,Star Ocean: The Second Story R,,,,,,,,,Exclusive,,False
Dragon Quest Monsters: The Dark Prince,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,Switch,Nintendo,Home Console,2023.0,JP,,,74,,Exclusive,Post-Merger,False
Dragon Quest Monsters: The Dark Prince,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,Switch,Nintendo,Home Console,2023.0,NA,,,74,,Exclusive,Post-Merger,False
Dragon Quest Monsters: The Dark Prince,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,Switch,Nintendo,Home Console,2023.0,Other,,,74,,Exclusive,Post-Merger,False
Dragon Quest Monsters: The Dark Prince,Square Enix,Square Enix,Dragon Quest Monsters,Role-Playing,Turn-Based RPG,2D,Switch,Nintendo,Home Console,2023.0,PAL,,,74,,Exclusive,Post-Merger,False
,Square Enix,"February 27, 2018",Standalone,,,,Gravel,,,,,,,,,Multiplatform,,False
,Square Enix,"February 18, 2018",Standalone,,,,Secret of Mana,,,,,,,,,Multiplatform,,False
,Square Enix,Yes,Standalone,,,,Switch,,,,,,,,,Multiplatform,,False
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Square Enix,Cavia Inc.,Dragon Quest,Role-Playing,Turn-Based RPG,2D,PS2,PlayStation,Home Console,2006.0,JP,,,,,Exclusive,N/A,False
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Square Enix,Cavia Inc.,Dragon Quest,Role-Playing,Turn-Based RPG,2D,PS2,PlayStation,Home Console,2006.0,NA,,,,,Exclusive,N/A,False
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Square Enix,Cavia Inc.,Dragon Quest,Role-Playing,Turn-Based RPG,2D,PS2,PlayStation,Home Console,2006.0,Other,,,,,Exclusive,N/A,False
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Square Enix,Cavia Inc.,Dragon Quest,Role-Playing,Turn-Based RPG,2D,PS2,PlayStation,Home Console,2006.0,PAL,,,,,Exclusive,N/A,False
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Square Enix,Genius Sonority Inc./Eighting,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Wii,Nintendo,Home Console,2008.0,JP,,,,,Exclusive,Post-Merger,False
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Square Enix,Genius Sonority Inc./Eighting,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Wii,Nintendo,Home Console,2008.0,NA,,,,,Exclusive,Post-Merger,False
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Square Enix,Genius Sonority Inc./Eighting,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Wii,Nintendo,Home Console,2008.0,Other,,,,,Exclusive,Post-Merger,False
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Square Enix,Genius Sonority Inc./Eighting,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Wii,Nintendo,Home Console,2008.0,PAL,,,,,Exclusive,Post-Merger,False
,Square Enix,Game Studio / Kai Graphics,Standalone,,,,PC,,,,,,,,,Multiplatform,,False
,Square Enix,Game Studio / Kai Graphics,Standalone,,,,PS4,,,,,,,,,Multiplatform,,False
,Square Enix,Game Studio / Kai Graphics,Standalone,,,,PS5,,,,,,,,,Multiplatform,,False
,Square Enix,Game Studio / Kai Graphics,Standalone,,,,Star Ocean: The Second Story R,,,,,,,,,Multiplatform,,False
,Square Enix,Game Studio / Kai Graphics,Standalone,,,,Switch,,,,,,,,,Multiplatform,,False
,Square Enix,Game Studio / Kai Graphics,Standalone,,,,Xbox Series X/S,,,,,,,,,Multiplatform,,False
,Square Enix,Intelligent Systems,Standalone,,,,DS,,,,,,,73.0,,Exclusive,,False
Dragon Quest Wars,Square Enix,Intelligent Systems,Dragon Quest,Strategy,Turn-Based RPG,2D,DSiW,Other,Other,2009.0,JP,,,85.0,,Exclusive,N/A,False
Dragon Quest Wars,Square Enix,Intelligent Systems,Dragon Quest,Strategy,Turn-Based RPG,2D,DSiW,Other,Other,2009.0,NA,,,85.0,,Exclusive,N/A,False
Dragon Quest Wars,Square Enix,Intelligent Systems,Dragon Quest,Strategy,Turn-Based RPG,2D,DSiW,Other,Other,2009.0,Other,,,85.0,,Exclusive,N/A,False
Dragon Quest Wars,Square Enix,Intelligent Systems,Dragon Quest,Strategy,Turn-Based RPG,2D,DSiW,Other,Other,2009.0,PAL,,,85.0,,Exclusive,N/A,False
,Square Enix,Cavia,Standalone,,,,PS2,,,,,,,,,Multiplatform,,False
,Squaresoft,Nihon Falcom,Standalone,,,,MSX; PC-9801,,,,,,,,,Multiplatform,,False
,Enix,"January 29, 1994",Standalone,,,,Brain Lord,,,,,,,,,Multiplatform,,False
,Enix,Tose,Standalone,,,,GBC,,,,,,,,,Multiplatform,,False
,Enix,Chunsoft,Standalone,,,,SNES,,,,,,,,,Multiplatform,,False
Dragon Warrior I&II,Enix,TOSE,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2000.0,JP,0.77,,,,Exclusive,Cold War,True
Dragon Warrior I&II,Enix,TOSE,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2000.0,NA,,,,,Exclusive,Cold War,True
Dragon Warrior I&II,Enix,TOSE,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2000.0,Other,,,,,Exclusive,Cold War,True
Dragon Warrior I&II,Enix,TOSE,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2000.0,PAL,,,,,Exclusive,Cold War,True
,Enix,Tose,Standalone,,,,GBC,,,,,,,,,Multiplatform,,False
,Enix,Tose,Standalone,,,,GBC,,,,,,,,,Multiplatform,,False
,Enix,Tose,Standalone,,,,GBC,,,,,,,,,Exclusive,,False
Dragon Warrior Monsters 2: Tara's Adventure,Enix,TOSE Software,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2001.0,JP,0.4,,,,Exclusive,Cold War,True
Dragon Warrior Monsters 2: Tara's Adventure,Enix,TOSE Software,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2001.0,NA,,,,,Exclusive,Cold War,True
Dragon Warrior Monsters 2: Tara's Adventure,Enix,TOSE Software,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2001.0,Other,,,,,Exclusive,Cold War,True
Dragon Warrior Monsters 2: Tara's Adventure,Enix,TOSE Software,Dragon Quest,Role-Playing,Turn-Based RPG,2D,Game Boy,Nintendo,Handheld,2001.0,PAL,,,,,Exclusive,Cold War,True
DragonQuest,Enix,Simulations Publications,Standalone,Role-Playing,,Unknown,All,Other,Other,1986.0,JP,,,,,Exclusive,N/A,False
DragonQuest,Enix,Simulations Publications,Standalone,Role-Playing,,Unknown,All,Other,Other,1986.0,NA,,,,,Exclusive,N/A,False
DragonQuest,Enix,Simulations Publications,Standalone,Role-Playing,,Unknown,All,Other,Other,1986.0,Other,,,,,Exclusive,N/A,False
DragonQuest,Enix,Simulations Publications,Standalone,Role-Playing,,Unknown,All,Other,Other,1986.0,PAL,,,,,Exclusive,N/A,False
Drakengard,Square Enix,Cavia Inc.,Drakengard / Nier,Role-Playing,Action RPG,Unknown,PS2,PlayStation,Home Console,2004.0,JP,,,67,,Exclusive,N/A,False
Drakengard,Square Enix,Cavia Inc.,Drakengard / Nier,Role-Playing,Action RPG,Unknown,PS2,PlayStation,Home Console,2004.0,NA,,,67,,Exclusive,N/A,False
Drakengard,Square Enix,Cavia Inc.,Drakengard / Nier,Role-Playing,Action RPG,Unknown,PS2,PlayStation,Home Console,2004.0,Other,,,67,,Exclusive,N/A,False
Drakengard,Square Enix,Cavia Inc.,Drakengard / Nier,Role-Playing,Action RPG,Unknown,PS2,PlayStation,Home Console,2004.0,PAL,,,67,,Exclusive,N/A,False
,Square Enix,Cavia,Standalone,,,,PS2,,,,,,,,,Multiplatform,,False
,Square Enix,"December 19, 2013",Standalone,,,,Lightning Returns: Final Fantasy XIII,,,,,,,,,Exclusive,,False
Drakengard 3,Square Enix,Unknown,Drakengard / Nier,Action-Adventure,Action RPG,Unknown,PS3,PlayStation,Home Console,2014.0,JP,0.19,,61,,Exclusive,N/A,False
Drakengard 3,Square Enix,Unknown,Drakengard / Nier,Action-Adventure,Action RPG,Unknown,PS3,PlayStation,Home Console,2014.0,NA,0.11,,61,,Exclusive,N/A,False
Drakengard 3,Square Enix,Unknown,Drakengard / Nier,Action-Adventure,Action RPG,Unknown,PS3,PlayStation,Home Console,2014.0,Other,0.02,,61,,Exclusive,N/A,False
Drakengard 3,Square Enix,Unknown,Drakengard / Nier,Action-Adventure,Action RPG,Unknown,PS3,PlayStation,Home Console,2014.0,PAL,,,61,,Exclusive,N/A,False
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,Enix,Enix,Standalone,Sports,,Unknown,PS2,PlayStation,Home Console,2002.0,JP,0.04,,,,Exclusive,N/A,True
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,Enix,Enix,Standalone,Sports,,Unknown,PS2,PlayStation,Home Console,2002.0,NA,,,,,Exclusive,N/A,True
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,Enix,Enix,Standalone,Sports,,Unknown,PS2,PlayStation,Home Console,2002.0,Other,,,,,Exclusive,N/A,True
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,Enix,Enix,Standalone,Sports,,Unknown,PS2,PlayStation,Home Console,2002.0,PAL,,,,,Exclusive,N/A,True
Driving Emotion Type-S,Squaresoft,Escape,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2001.0,JP,0.11,,,,Exclusive,N/A,False
Driving Emotion Type-S,Squaresoft,Escape,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2001.0,NA,0.04,,,,Exclusive,N/A,False
Driving Emotion Type-S,Squaresoft,Escape,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2001.0,Other,0.01,,,,Exclusive,N/A,False
Driving Emotion Type-S,Squaresoft,Escape,Standalone,Racing,,Unknown,PS2,PlayStation,Home Console,2001.0,PAL,0.03,,,,Exclusive,N/A,False
DS:Style Series: Anata Dake no Private Lesson - DS de Hajimeru - Tipness no Yoga,Square Enix,Square Enix,Standalone,Sports,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Anata Dake no Private Lesson - DS de Hajimeru - Tipness no Yoga,Square Enix,Square Enix,Standalone,Sports,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Anata Dake no Private Lesson - DS de Hajimeru - Tipness no Yoga,Square Enix,Square Enix,Standalone,Sports,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Anata Dake no Private Lesson - DS de Hajimeru - Tipness no Yoga,Square Enix,Square Enix,Standalone,Sports,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Anata mo DS de Classic Kiite Mimasenka?,Square Enix,iNiS,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Anata mo DS de Classic Kiite Mimasenka?,Square Enix,iNiS,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Anata mo DS de Classic Kiite Mimasenka?,Square Enix,iNiS,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Anata mo DS de Classic Kiite Mimasenka?,Square Enix,iNiS,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - France-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - France-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - France-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - France-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hawaii-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hawaii-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hawaii-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hawaii-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hong Kong-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hong Kong-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hong Kong-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Hong Kong-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Igirisu-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Igirisu-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Igirisu-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Igirisu-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Italia-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Italia-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Italia-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Italia-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - New York-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - New York-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - New York-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - New York-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Seoul - Busan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Seoul - Busan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Seoul - Busan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Seoul - Busan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Shanghai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Shanghai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Shanghai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Shanghai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Taiwan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Taiwan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Taiwan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Taiwan-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Thai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Thai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Thai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Chikyuu no Arukikata DS - Thai-Hen,Square Enix,Will,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
DS:Style Series: Hana Saku DS Gardening Life,Square Enix,Elements,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,JP,,,,,Exclusive,Post-Merger,False
DS:Style Series: Hana Saku DS Gardening Life,Square Enix,Elements,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,NA,,,,,Exclusive,Post-Merger,False
DS:Style Series: Hana Saku DS Gardening Life,Square Enix,Elements,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,Other,,,,,Exclusive,Post-Merger,False
DS:Style Series: Hana Saku DS Gardening Life,Square Enix,Elements,Standalone,Misc,,Unknown,DS,Nintendo,Handheld,2007.0,PAL,,,,,Exclusive,Post-Merger,False
Dungeon Land,Enix,Random House,Standalone,Misc,,Unknown,Game Boy,Nintendo,Handheld,1992.0,JP,,,,,Exclusive,Pre-Split,False
Dungeon Land,Enix,Random House,Standalone,Misc,,Unknown,Game Boy,Nintendo,Handheld,1992.0,NA,,,,,Exclusive,Pre-Split,False
Dungeon Land,Enix,Random House,Standalone,Misc,,Unknown,Game Boy,Nintendo,Handheld,1992.0,Other,,,,,Exclusive,Pre-Split,False
Dungeon Land,Enix,Random House,Standalone,Misc,,Unknown,Game Boy,Nintendo,Handheld,1992.0,PAL,,,,,Exclusive,Pre-Split,False
Dungeon Siege III,Square Enix,Obsidian Entertainment,Standalone,Role-Playing,,Unknown,All,Other,Other,2011.0,JP,,,,,Multiplatform,N/A,False
